Plot	Analyser	Subplot number	Position length (cm)	Position width (cm)	Permafrost	Soil type	Total cover (%)	Vegetation height 1 (cm)	Vegetation height 2 (cm)	Vegetation height 3 (cm)	Vegetation height 4 (cm)	Biomass	Carbon (%)	Nitrogen (%)	pH	Soil depth (cm)	Soil temperature 1	Soil temperature 2	Soil temperature 3	Soil compaction 1	Soil compaction 2	Soil compaction 3	Moisture	Topography	Stress condition	Images	Comments	Insert user	Insert time	Update user	Update time
13098 - Vöktun náttúruverndarsvæða - SL-43-04 - 24-07-2022		6	3840	160	false	Lífræn jörð	100	47	52	56	46					115							Mýri	Jafnlendi				ns.gigja	23-11-2022 11:16		
13098 - Vöktun náttúruverndarsvæða - T05-1 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	1	1460	-280	false	Lífræn jörð	100	46	51	36	56					110							Flói	Jafnlendi				nnv.valtyr	29-11-2022 09:01		
13098 - Vöktun náttúruverndarsvæða - T05-1 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	2	1945	126	false	Lífræn jörð	80	57	60	56	56					110							Flói	Jafnlendi				nnv.valtyr	29-11-2022 09:03		
13098 - Vöktun náttúruverndarsvæða - T05-1 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	3	1984	-404	false	Lífræn jörð	100	58	63	57	57					110							Flói	Jafnlendi				nnv.valtyr	29-11-2022 09:04		
13098 - Vöktun náttúruverndarsvæða - T05-1 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	4	2015	109	false	Lífræn jörð	50	68	65	63	66					110							Flói	Jafnlendi				nnv.valtyr	29-11-2022 09:05		
13098 - Vöktun náttúruverndarsvæða - T05-1 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	5	2183	18	false	Lífræn jörð	60	79	74	0	62					110							Flói	Jafnlendi				nnv.valtyr	29-11-2022 09:05		
13098 - Vöktun náttúruverndarsvæða - T05-1 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	6	3570	-407	false	Lífræn jörð	100	52	20	52	43					110							Flói	Jafnlendi				nnv.valtyr	29-11-2022 09:07		
13098 - Vöktun náttúruverndarsvæða - T05-1 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	0			false																							nnv.valtyr	29-11-2022 10:09		
13098 - Vöktun náttúruverndarsvæða - T02-3 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	1	91	-244	false	Lífræn jörð	100	3	6	13	14					110							Deiglendi	Jafnlendi				nnv.valtyr	29-11-2022 10:59		
13098 - Vöktun náttúruverndarsvæða - T02-3 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	2	758	-234	false	Lífræn jörð	100	8	4	3	5					110							Deiglendi	Jafnlendi				nnv.valtyr	29-11-2022 11:01		
13098 - Vöktun náttúruverndarsvæða - T02-3 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	3	1883	-229	false	Áfoksjörð	100	13	16	23	7					110							Þurrlendi	Jafnlendi				nnv.valtyr	29-11-2022 11:02		
13098 - Vöktun náttúruverndarsvæða - T02-3 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	4	1883	-229	false		100	29	38	41	13					110							Deiglendi	Jafnlendi				nnv.valtyr	29-11-2022 15:08		
13098 - Vöktun náttúruverndarsvæða - T02-3 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	5	2781	383	false		100	9	6	9	10					110							Deiglendi	Jafnlendi				nnv.valtyr	29-11-2022 15:32		
13098 - Vöktun náttúruverndarsvæða - T02-3 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	6	3267	-353	false	Lífræn jörð	100	13	19	8	10					110							Deiglendi	Jafnlendi				nnv.valtyr	29-11-2022 15:33		
13098 - Vöktun náttúruverndarsvæða - SL-42-05 - 20-07-2022		0			false																						utan reita	ns.gigja	29-11-2022 22:34		
13098 - Vöktun náttúruverndarsvæða - SL-42-05 - 20-07-2022		1	106	332	false	Lífræn jörð	100	46	47	45	41					115							Flói	Jafnlendi				ns.gigja	29-11-2022 22:35		
13098 - Vöktun náttúruverndarsvæða - SL-42-05 - 20-07-2022		2	991	390	false	Lífræn jörð	100	31	28	35	38					115							Flói	Jafnlendi				ns.gigja	29-11-2022 22:36		
13098 - Vöktun náttúruverndarsvæða - SL-42-05 - 20-07-2022		3	1640	248	false	Lífræn jörð	100	35	43	48	45					115							Flói	Jafnlendi				ns.gigja	29-11-2022 22:37		
13098 - Vöktun náttúruverndarsvæða - SL-42-05 - 20-07-2022		4	3137	-436	false	Lífræn jörð	100	68	59	60	52					115							Flói	Jafnlendi				ns.gigja	29-11-2022 22:38		
13098 - Vöktun náttúruverndarsvæða - SL-42-05 - 20-07-2022		5	3319	-372	false	Lífræn jörð	100	62	53	61	55					115							Flói	Jafnlendi				ns.gigja	29-11-2022 22:39		
13098 - Vöktun náttúruverndarsvæða - SL-42-05 - 20-07-2022		6	3924	-112	false	Lífræn jörð	100	61	57	58	57					115							Flói	Jafnlendi				ns.gigja	29-11-2022 22:40	ns.gigja	15-12-2022 15:47
13098 - Vöktun náttúruverndarsvæða - OF-04 - 05-08-2022		0			false	Lífræn jörð																	Flói	Jafnlendi			Utan reita	ns.gigja	29-11-2022 22:50		
13098 - Vöktun náttúruverndarsvæða - OF-04 - 05-08-2022		1	160	40	false	Lífræn jörð	100	30	27	36	12					115							Mýri	Jafnlendi				ns.gigja	29-11-2022 22:50		
13098 - Vöktun náttúruverndarsvæða - OF-04 - 05-08-2022		2	860	-10	false	Lífræn jörð	100	14	21	40	31					115							Mýri	Jafnlendi				ns.gigja	29-11-2022 22:53		
13098 - Vöktun náttúruverndarsvæða - OF-04 - 05-08-2022		3	1780	320	false	Lífræn jörð	100	58	41	46	45					115							Mýri	Jafnlendi				ns.gigja	29-11-2022 22:53		
13098 - Vöktun náttúruverndarsvæða - OF-04 - 05-08-2022		4	3240	-440	false	Lífræn jörð	100	49	48	41	26					115							Mýri	Jafnlendi				ns.gigja	29-11-2022 22:54		
13098 - Vöktun náttúruverndarsvæða - OF-04 - 05-08-2022		5	3310	360	false	Lífræn jörð	100	21	33	22	32					115							Mýri	Jafnlendi				ns.gigja	29-11-2022 22:56		
13098 - Vöktun náttúruverndarsvæða - OF-04 - 05-08-2022		6	3830	-190	false	Lífræn jörð	100	28	32	30	20					115							Mýri	Jafnlendi				ns.gigja	29-11-2022 22:56		
13098 - Vöktun náttúruverndarsvæða - OF-02 - 03-07-2022		0			false	Lífræn jörð																	Mýri	Jafnlendi			utan reita	ns.gigja	29-11-2022 23:17		
13098 - Vöktun náttúruverndarsvæða - OF-02 - 03-07-2022		1	160	40	false	Lífræn jörð	100	59	61	65	54					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:17		
13098 - Vöktun náttúruverndarsvæða - OF-02 - 03-07-2022		2	860	-10	false	Lífræn jörð	100	51	61	64	58					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:18		
13098 - Vöktun náttúruverndarsvæða - OF-02 - 03-07-2022		3	1780	320	false	Lífræn jörð	100	51	53	50	55					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:19		
13098 - Vöktun náttúruverndarsvæða - OF-02 - 03-07-2022		4	3240	-440	false	Lífræn jörð	100	53	40	41	30					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:20		
13098 - Vöktun náttúruverndarsvæða - OF-02 - 03-07-2022		5	3310	360	false	Lífræn jörð	100	33	44	47	43					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:20		
13098 - Vöktun náttúruverndarsvæða - OF-02 - 03-07-2022		6	3830	-160	false	Lífræn jörð	100	46	50	51	64					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:21		
13098 - Vöktun náttúruverndarsvæða - OF-01 - 12-07-2022		0			false	Lífræn jörð																	Flói	Jafnlendi			utan reita	ns.gigja	29-11-2022 23:27		
13098 - Vöktun náttúruverndarsvæða - OF-01 - 12-07-2022		1	160	40	false	Lífræn jörð	100	61	66	72	63					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:27		
13098 - Vöktun náttúruverndarsvæða - OF-01 - 12-07-2022		2	860	-10	false	Lífræn jörð	100	88	76	79	77					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:32		
13098 - Vöktun náttúruverndarsvæða - OF-01 - 12-07-2022		3	1780	320	false	Lífræn jörð	100	68	79	73	86					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:33		
13098 - Vöktun náttúruverndarsvæða - OF-01 - 12-07-2022		4	3240	-440	false	Lífræn jörð	100	61	72	66	49					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:34		
13098 - Vöktun náttúruverndarsvæða - OF-01 - 12-07-2022		5	3310	360	false	Lífræn jörð	100	66	71	67	66					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:35		
13098 - Vöktun náttúruverndarsvæða - OF-01 - 12-07-2022		6	3830	-190	false	Lífræn jörð	100	85	79	64	76					115							Flói	Jafnlendi				ns.gigja	29-11-2022 23:37		
13098 - Vöktun náttúruverndarsvæða - T02-3 - 26-07-2022	Starri Heiðmarsson (starri@nnv.is)	0			false																							nnv.valtyr	30-11-2022 08:48		
13098 - Vöktun náttúruverndarsvæða - SK-EY-02 - 25-07-2022	Starri Heiðmarsson (starri@nnv.is)	1	163	245	false	Lífræn jörð	90	53	50	51	47					110							Flói	Jafnlendi				nnv.valtyr	30-11-2022 09:13		
13098 - Vöktun náttúruverndarsvæða - SK-EY-02 - 25-07-2022	Starri Heiðmarsson (starri@nnv.is)	2	1348	-327	false	Lífræn jörð	95	50	49	65	41					110							Flói	Jafnlendi				nnv.valtyr	30-11-2022 09:16		
13098 - Vöktun náttúruverndarsvæða - SK-EY-02 - 25-07-2022	Starri Heiðmarsson (starri@nnv.is)	3	1398	-365	false	Lífræn jörð	100	61	61	61	50					110							Flói	Jafnlendi				nnv.valtyr	30-11-2022 09:16		
13098 - Vöktun náttúruverndarsvæða - SK-EY-02 - 25-07-2022	Starri Heiðmarsson (starri@nnv.is)	4	2396	-57	false	Lífræn jörð	97	44	47	51	52					110							Flói	Jafnlendi				nnv.valtyr	30-11-2022 09:17		
13098 - Vöktun náttúruverndarsvæða - SK-EY-02 - 25-07-2022	Starri Heiðmarsson (starri@nnv.is)	5	2901	-138	false	Lífræn jörð	90	50	54	48	48					110							Flói	Jafnlendi				nnv.valtyr	30-11-2022 09:17		
13098 - Vöktun náttúruverndarsvæða - SK-EY-02 - 25-07-2022	Starri Heiðmarsson (starri@nnv.is)	6	3488	-419	false	Lífræn jörð	95	35	41	47	39					110							Flói	Jafnlendi				nnv.valtyr	30-11-2022 09:18		
13098 - Vöktun náttúruverndarsvæða - SK-EY-02 - 25-07-2022	Starri Heiðmarsson (starri@nnv.is)	0			false																							nnv.valtyr	30-11-2022 09:40		
13098 - Vöktun náttúruverndarsvæða - RN-04 - 14-07-2022		0			false	Lífræn jörð																	Flói	Jafnlendi			Utan reita	ns.gigja	30-11-2022 23:43		
13098 - Vöktun náttúruverndarsvæða - RN-04 - 14-07-2022		1	160	40	false	Lífræn jörð	100	55	54	51	31					115							Flói	Jafnlendi				ns.gigja	30-11-2022 23:44		
13098 - Vöktun náttúruverndarsvæða - RN-04 - 14-07-2022		3	1780	320	false	Lífræn jörð	100	39	35	48	48					115							Flói	Jafnlendi				ns.gigja	30-11-2022 23:45		
13098 - Vöktun náttúruverndarsvæða - RN-04 - 14-07-2022		4	3240	-440	false	Lífræn jörð	100	16	25	37	37					115							Flói	Jafnlendi				ns.gigja	30-11-2022 23:45		
13098 - Vöktun náttúruverndarsvæða - RN-04 - 14-07-2022		5	3310	360	false	Lífræn jörð	100	36	37	40	40					115							Flói	Jafnlendi				ns.gigja	30-11-2022 23:45		
13098 - Vöktun náttúruverndarsvæða - RN-04 - 14-07-2022		6	3830	-190	false	Lífræn jörð	100	38	36	31	14					115							Flói	Jafnlendi				ns.gigja	30-11-2022 23:46		
13098 - Vöktun náttúruverndarsvæða - RN-04 - 14-07-2022		2	860	-10	false	Lífræn jörð	100	25	37	34	29					115							Flói	Jafnlendi				ns.gigja	30-11-2022 23:44	ns.gigja	30-11-2022 23:46
13098 - Vöktun náttúruverndarsvæða - ID-12 - 14-07-2022		0			false	Lífræn jörð																	Flói	Jafnlendi			utan reita	ns.gigja	30-11-2022 23:51		
13098 - Vöktun náttúruverndarsvæða - ID-12 - 14-07-2022		1	160	40	false	Lífræn jörð	100	40	37	37	34					115							Flói	Jafnlendi				ns.gigja	01-12-2022 21:34		
13098 - Vöktun náttúruverndarsvæða - ID-12 - 14-07-2022		2	860	-10	false	Lífræn jörð	100	51	48	40	23					115							Flói	Toppur				ns.gigja	01-12-2022 21:37		
13098 - Vöktun náttúruverndarsvæða - ID-12 - 14-07-2022		3	1780	320	false	Lífræn jörð	100	34	39	34	31					115							Flói	Toppur				ns.gigja	01-12-2022 21:38		
13098 - Vöktun náttúruverndarsvæða - ID-12 - 14-07-2022		4	3240	-440	false	Lífræn jörð	100	41	43	41	43					115							Flói	Jafnlendi				ns.gigja	01-12-2022 21:39		
13098 - Vöktun náttúruverndarsvæða - ID-12 - 14-07-2022		5	3310	360	false	Lífræn jörð	100	23	28	25	14					115							Flói	Jafnlendi				ns.gigja	01-12-2022 21:39		
13098 - Vöktun náttúruverndarsvæða - ID-12 - 14-07-2022		6	3830	-190	false	Lífræn jörð	100	30	30	35	32					115							Flói	Jafnlendi				ns.gigja	01-12-2022 21:39		
13098 - Vöktun náttúruverndarsvæða - FV01-1 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	1	0	50	false	Lífræn jörð	99	3	3	1	4					71							Þurrlendi	Jafnlendi				na.margret	06-12-2022 14:39		
13098 - Vöktun náttúruverndarsvæða - FV01-1 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	2	1510	-490	false	Lífræn jörð	100	1	3	5	3					66							Þurrlendi	Jafnlendi				na.margret	06-12-2022 15:00		
13098 - Vöktun náttúruverndarsvæða - FV01-1 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	3	1540	-230	false	Lífræn jörð	100	4	6	2	3					68							Þurrlendi	Jafnlendi				na.margret	08-12-2022 14:24		
13098 - Vöktun náttúruverndarsvæða - FV01-1 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	4	2810	-460	false	Lífræn jörð	100	4	7	6	4					70							Þurrlendi	Jafnlendi				na.margret	08-12-2022 14:40		
13098 - Vöktun náttúruverndarsvæða - FV01-1 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	5	3390	230	false	Lífræn jörð	100	4	3	2	5					63							Þurrlendi	Hlíð				na.margret	08-12-2022 14:58		
13098 - Vöktun náttúruverndarsvæða - FV01-1 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	6	3890	-160	false	Lífræn jörð	100	5	10	6	5					73							Þurrlendi	Jafnlendi				na.margret	08-12-2022 15:20		
13098 - Vöktun náttúruverndarsvæða - FV01-1 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	08-12-2022 15:34		
13098 - Vöktun náttúruverndarsvæða - U16 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	1	0	-50	false	Lífræn jörð	99	10	12	8	3					115							Þurrlendi	Jafnlendi				na.margret	09-12-2022 14:25		
13098 - Vöktun náttúruverndarsvæða - U16 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	2	1180	-450	false	Lífræn jörð	100	9	8	8	7					115							Þurrlendi	Jafnlendi				na.margret	09-12-2022 14:30		
13098 - Vöktun náttúruverndarsvæða - U16 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	3	1520	-30	false	Lífræn jörð	100	10	12	17	8					115							Deiglendi	Jafnlendi				na.margret	09-12-2022 14:42	na.margret	09-12-2022 15:08
13098 - Vöktun náttúruverndarsvæða - MM-110-01 - 13-08-2022		4	2080	210	false	Lífræn jörð	100	17	12	14	12					115							Mýri	Jafnlendi				ns.gigja	14-12-2022 18:25		
13098 - Vöktun náttúruverndarsvæða - U16 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	4	2540	-260	false	Lífræn jörð	99	9	13	1	7					115							Deiglendi	Jafnlendi				na.margret	09-12-2022 14:57	na.margret	09-12-2022 15:08
13098 - Vöktun náttúruverndarsvæða - U16 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	5	2580	-80	false	Lífræn jörð	100	9	5	8	5					115							Deiglendi	Jafnlendi				na.margret	09-12-2022 15:07		
13098 - Vöktun náttúruverndarsvæða - U16 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	6	3620	-250	false	Lífræn jörð	100	6	6	9	4					115							Þurrlendi	Jafnlendi				na.margret	09-12-2022 15:15		
13098 - Vöktun náttúruverndarsvæða - U16 - 08-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	09-12-2022 15:32		
13098 - Vöktun náttúruverndarsvæða - KSM17 - 09-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	1	0	-50	false	Lífræn jörð	100	4	5	5	9					115							Mýri	Jafnlendi				na.margret	13-12-2022 13:20		
13098 - Vöktun náttúruverndarsvæða - KSM17 - 09-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	2	1950	130	false	Lífræn jörð	100	8	4	11	6					115							Mýri	Jafnlendi				na.margret	13-12-2022 13:27		
13098 - Vöktun náttúruverndarsvæða - KSM17 - 09-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	3	1960	30	false	Lífræn jörð	99	5	8	11	9					115							Mýri	Jafnlendi			Margar plokkholur	na.margret	13-12-2022 13:36		
13098 - Vöktun náttúruverndarsvæða - KSM17 - 09-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	4	2020	110	false	Lífræn jörð	99	10	10	13	12					115							Mýri	Jafnlendi			Margar plokkholur	na.margret	13-12-2022 13:50		
13098 - Vöktun náttúruverndarsvæða - KSM17 - 09-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	5	2180	20	false	Lífræn jörð	100	6	6	7	6					115							Mýri	Jafnlendi				na.margret	13-12-2022 13:57		
13098 - Vöktun náttúruverndarsvæða - KSM17 - 09-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	6	3970	-400	false	Lífræn jörð	100	3	5	4	8					115							Mýri	Jafnlendi				na.margret	13-12-2022 14:18		
13098 - Vöktun náttúruverndarsvæða - KSM17 - 09-08-2022	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	13-12-2022 14:35		
13098 - Vöktun náttúruverndarsvæða - HF-65-02 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	1	290	-260	false	Lífræn jörð	100	20	17	19	20					115							Mýri	Jafnlendi				na.margret	13-12-2022 14:58		
13098 - Vöktun náttúruverndarsvæða - HF-65-02 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	2	1530	-130	false	Lífræn jörð	90	23	19	20	17					115							Flói	Jafnlendi				na.margret	13-12-2022 15:10		
13098 - Vöktun náttúruverndarsvæða - HF-65-02 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	3	1970	290	false	Lífræn jörð	88	25	14	29	25					115							Flói	Jafnlendi				na.margret	13-12-2022 15:36		
13098 - Vöktun náttúruverndarsvæða - HF-65-02 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	4	2040	10	false	Lífræn jörð	17	13	0	0	0					115							Flói	Hlíð				na.margret	13-12-2022 15:43		
13098 - Vöktun náttúruverndarsvæða - HF-65-02 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	5	2120	170	false	Lífræn jörð	43	18	22	14	0					115							Flói	Hlíð				na.margret	13-12-2022 15:46		
13098 - Vöktun náttúruverndarsvæða - HF-65-02 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	6	3320	-90	false	Lífræn jörð	100	12	11	11	14					115							Mýri	Jafnlendi				na.margret	13-12-2022 15:51		
13098 - Vöktun náttúruverndarsvæða - HF-65-02 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	13-12-2022 16:03	na.margret	13-12-2022 16:05
13098 - Vöktun náttúruverndarsvæða - HF-65-01 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	1	110	-290	false	Leirujörð	99	7	8	8	8					35							Deiglendi	Jafnlendi				na.margret	14-12-2022 08:37		
13098 - Vöktun náttúruverndarsvæða - HF-65-01 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	2	1680	330	false	Leirujörð	100	4	6	7	7					37							Deiglendi	Jafnlendi				na.margret	14-12-2022 08:52		
13098 - Vöktun náttúruverndarsvæða - HF-65-01 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	3	1920	120	false	Leirujörð	100	5	9	9	7					37							Deiglendi	Jafnlendi				na.margret	14-12-2022 09:05		
13098 - Vöktun náttúruverndarsvæða - HF-65-01 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	4	2450	310	false	Leirujörð	100	9	13	8	10					38							Deiglendi	Jafnlendi				na.margret	14-12-2022 09:15		
13098 - Vöktun náttúruverndarsvæða - HF-65-01 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	5	3220	100	false	Leirujörð	100	7	6	8	7					37							Deiglendi	Jafnlendi				na.margret	14-12-2022 09:21		
13098 - Vöktun náttúruverndarsvæða - HF-65-01 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	6	3900	-480	false	Leirujörð	100	9	7	10	8					38							Deiglendi	Jafnlendi				na.margret	14-12-2022 09:27		
13098 - Vöktun náttúruverndarsvæða - HF-65-01 - 18-07-2022	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	14-12-2022 09:42		
13098 - Vöktun náttúruverndarsvæða - MM-10-01 - 13-08-2022		0			false	Lífræn jörð																	Flói	Jafnlendi			Utan Reita	ns.gigja	14-12-2022 17:47		
13098 - Vöktun náttúruverndarsvæða - MM-10-01 - 13-08-2022		1	190	-20	false	Lífræn jörð	100	15	26	26	29					115							Flói	Jafnlendi				ns.gigja	14-12-2022 18:16		
13098 - Vöktun náttúruverndarsvæða - MM-10-01 - 13-08-2022		2	340	30	false	Lífræn jörð	100	20	26	15	28					115							Flói	Jafnlendi				ns.gigja	14-12-2022 18:18		
13098 - Vöktun náttúruverndarsvæða - MM-10-01 - 13-08-2022		3	540	-10	false	Lífræn jörð	100	3	8	10	7					115							Flói	Jafnlendi				ns.gigja	14-12-2022 18:18		
13098 - Vöktun náttúruverndarsvæða - MM-10-01 - 13-08-2022		4	2160	-270	false	Lífræn jörð	100	24	10	8	7					115							Flói	Jafnlendi				ns.gigja	14-12-2022 18:19		
13098 - Vöktun náttúruverndarsvæða - MM-10-01 - 13-08-2022		5	2630	-470	false	Lífræn jörð	80	13	10	15	22					115							Flói	Jafnlendi				ns.gigja	14-12-2022 18:19		
13098 - Vöktun náttúruverndarsvæða - MM-10-01 - 13-08-2022		6	3470	290	false	Lífræn jörð	70	28	15	24	0					115							Flói	Jafnlendi				ns.gigja	14-12-2022 18:20		
13098 - Vöktun náttúruverndarsvæða - MM-110-01 - 13-08-2022		0			false	Lífræn jörð																	Mýri	Jafnlendi			Utan reita	ns.gigja	14-12-2022 18:22		
13098 - Vöktun náttúruverndarsvæða - MM-110-01 - 13-08-2022		1	130	120	false	Lífræn jörð	75	14	14	6	8					115							Mýri	Jafnlendi				ns.gigja	14-12-2022 18:22		
13098 - Vöktun náttúruverndarsvæða - MM-110-01 - 13-08-2022		2	1390	180	false	Lífræn jörð	100	8	12	10	10					115							Mýri	Jafnlendi				ns.gigja	14-12-2022 18:24		
13098 - Vöktun náttúruverndarsvæða - MM-110-01 - 13-08-2022		3	1810	0	false	Lífræn jörð	100	11	17	15	16					115							Mýri	Jafnlendi				ns.gigja	14-12-2022 18:24	ns.gigja	14-12-2022 18:25
13098 - Vöktun náttúruverndarsvæða - MM-110-01 - 13-08-2022		5	2290	-50	false	Lífræn jörð	100	16	23	18	5					115							Mýri	Jafnlendi				ns.gigja	14-12-2022 18:26		
13098 - Vöktun náttúruverndarsvæða - MM-110-01 - 13-08-2022		6	3490	-30	false	Lífræn jörð	100	13	23	25	15					115							Mýri	Jafnlendi				ns.gigja	14-12-2022 18:26		
13098 - Vöktun náttúruverndarsvæða - ID-19 - 05-08-2022		0			false	Lífræn jörð																	Mýri	Jafnlendi				ns.gigja	15-12-2022 15:34		
13098 - Vöktun náttúruverndarsvæða - ID-19 - 05-08-2022		1	160	40	false	Lífræn jörð	100	34	28	49	28					115							Mýri	Jafnlendi				ns.gigja	15-12-2022 15:35		
13098 - Vöktun náttúruverndarsvæða - ID-19 - 05-08-2022		2	860	-10	false	Lífræn jörð	100	31	43	37	36					115							Mýri	Jafnlendi				ns.gigja	15-12-2022 15:36		
13098 - Vöktun náttúruverndarsvæða - ID-19 - 05-08-2022		3	1780	320	false	Lífræn jörð	100	34	43	27	36					115							Mýri	Jafnlendi				ns.gigja	15-12-2022 15:37		
13098 - Vöktun náttúruverndarsvæða - ID-19 - 05-08-2022		4	3240	-440	false	Lífræn jörð	100	35	30	33	36					115							Mýri	Jafnlendi				ns.gigja	15-12-2022 15:37		
13098 - Vöktun náttúruverndarsvæða - ID-19 - 05-08-2022		5	3310	360	false	Lífræn jörð	100	31	37	46	35					115							Mýri	Jafnlendi				ns.gigja	15-12-2022 15:37		
13098 - Vöktun náttúruverndarsvæða - ID-19 - 05-08-2022		6	330	-190	false	Lífræn jörð	100	39	28	39	21					115							Mýri	Jafnlendi				ns.gigja	15-12-2022 15:38		
13098 - Vöktun náttúruverndarsvæða - SL-41-02 - 24-07-2022		0			false	Lífræn jörð																	Deiglendi	Jafnlendi			Utan reita	ns.gigja	29-11-2022 22:43	ns.gigja	15-12-2022 16:03
13098 - Vöktun náttúruverndarsvæða - SL-41-02 - 24-07-2022		1	378	47	false	Lífræn jörð	100	21	34	36	17					115							Flói	Jafnlendi				ns.gigja	15-12-2022 16:11		
13098 - Vöktun náttúruverndarsvæða - SL-41-02 - 24-07-2022		2	1509	-205	false	Lífræn jörð	100	11	20	17	28					115							Flói	Jafnlendi				ns.gigja	15-12-2022 16:11		
13098 - Vöktun náttúruverndarsvæða - SL-41-02 - 24-07-2022		3	1913	65	false	Lífræn jörð	100	24	26	25	26					115							Flói	Jafnlendi				ns.gigja	15-12-2022 16:12		
13098 - Vöktun náttúruverndarsvæða - SL-41-02 - 24-07-2022		4	2616	313	false	Lífræn jörð	100	17	11	32	34					115							Flói	Jafnlendi				ns.gigja	15-12-2022 16:12		
13098 - Vöktun náttúruverndarsvæða - SL-41-02 - 24-07-2022		5	3170	41	false	Lífræn jörð	100	21	20	33	22					115							Flói	Jafnlendi				ns.gigja	15-12-2022 16:13		
13098 - Vöktun náttúruverndarsvæða - SL-41-02 - 24-07-2022		6	3494	119	false	Lífræn jörð	100	14	27	18	23					115							Flói	Jafnlendi				ns.gigja	15-12-2022 16:13		
13098 - Vöktun náttúruverndarsvæða - RN-65-03 - 11-07-2022		0			false	Sandjörð																	Þurrlendi	Jafnlendi			Utan reita	ns.gigja	15-12-2022 22:01		
13098 - Vöktun náttúruverndarsvæða - RN-65-03 - 11-07-2022		1	160	40	false	Sandjörð	95	16	18	6	7					53							Þurrlendi	Jafnlendi				ns.gigja	15-12-2022 22:02		
13098 - Vöktun náttúruverndarsvæða - RN-65-03 - 11-07-2022		2	860	-10	false	Sandjörð	95	19	3	7	24					60							Þurrlendi	Jafnlendi				ns.gigja	15-12-2022 22:03		
