id,plot_number,area,field_date,plot_size_id,plot_size_width,plot_size_length,subplot_size_id,subplot_size_width,subplot_size_length,subplot_group_scale_id,group_scale_name,subplot_taxon_scale_id,taxon_scale_name,project_id,project_name,project_number,project_descrtiption,plot_area,slope,slope_aspect,coordinates_1,longitude_1,latitude_1,longitude_2,coordinates_2,latitude_2,altitude,precipitation,temperature_year,temperature_january,temperature_july,nitrogen,carbon,ph,images,plant_community_1_id,plant_community_1_code,plant_community_1_name,plant_community_2_id,plant_community_2_code,plant_community_2_name,plant_community_3_id,plant_community_3_code,plant_community_3_name,plant_community_cover,plant_community_other,surface_type_id,surface_type_code,surface_type_name,comments,habitat_type_id,habitat_type_name,insert_user
103,RM-1-3,Snæfellsnes,2012-07-04,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,NA,NA,NA,0101000020E61000009B559FABAD4836C03F373465A7375040,-22.2839,64.869592,NA,NA,NA,NA,NA,NA,NA,NA,0.67468,15.9137,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syðri Rauðamelskúla. Flákar við lághita. Tókum lítið svæði umhverfis ölkeldu. Hitinn í vatninu er um 40°C. Úr henni rennur og þar myndast laug sem hefur verið hlaðin.,NA,NA,kjartan
91,DH-1-2,Borgarfjörður,2012-07-03,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,159,NA,NA,0101000020E610000045D8F0F44A6935C0A31D37FC6E2A5040,-21.4113,64.663024,NA,NA,NA,NA,NA,NA,NA,NA,0.16934,2.29457,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deildartunguhver. Flákar við lághita. Starleitt (gras-) deiglendi en misblautt þó. Mýrastör og tágamura einkennandi. Vatnsnafli finnst en alls ekki einkennandi. Birki og gulvíðiðr í flákanum og snarrót. LM: 578-83, 587-590.",NA,NA,kjartan
139,GO-3-1,Vestfirðir,2012-07-26,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,NA,NA,NA,0101000020E61000008195438B6C9735C038A0A52BD8745040,-21.5915,65.825694,NA,NA,NA,NA,NA,NA,NA,NA,0.49193,5.32181,5.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goðdalur. Flákar við lághita. Lítill þurr mosafláki. Blóðberg og selgresi ríkjandi. Flákinn nær í GPS 001 kl. 14:47. ,NA,NA,kjartan
102,RM-1-2,Snæfellsnes,2012-07-04,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,NA,NA,NA,0101000020E6100000462575029A4836C0CEFA9463B2375040,-22.2836,64.870263,NA,NA,NA,NA,NA,NA,NA,NA,0.68016,16.52486,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syðri Rauðamelskúla. Flákar við lághita. Venjulegur mýrargróður en mikil sina og ekki svo gróskulegur miðað við umhverfið. ,NA,NA,kjartan
133,HD-1-2,Vestfirðir,2012-07-25,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,NA,NA,NA,0101000020E6100000143FC6DCB54436C0AAEFFCA204795040,-22.2684,65.890908,NA,NA,NA,NA,NA,NA,NA,NA,1.69168,33.04185,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hvannadalur. Flákar við lághita. Sambærilegt HD1-2. Tókum fyrri ramma við bakka og seinni í gróðri í miðjum fláka. Lítt gróinn fláki. Mosar og vætugróður við bakka. Vatnið um 40°C, slím í vatni. ",NA,NA,kjartan
1093,AR-2-3,Torfajökull,2008-08-08,NA,NA,NA,4,0,0,4,Þekjuflokkar-flákar,4,Þekjuflokkar-flákar,4,Verndargildi háhitasvæða,2868,"Gögnum afla á árunum 2005-2008, unnið í tengslum við Rammaáætlun.",NA,NA,NA,0101000020E6100000B98D06F0163833C0E92CB308C5F84F40,-19.2191,63.943513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Háhiti.  Hitamosar v. gufuaugu,NA,NA,kjartan
1094,AR-3-1,Torfajökull,2008-08-12,NA,NA,NA,4,0,0,4,Þekjuflokkar-flákar,4,Þekjuflokkar-flákar,4,Verndargildi háhitasvæða,2868,"Gögnum afla á árunum 2005-2008, unnið í tengslum við Rammaáætlun.",NA,NA,NA,0101000020E6100000AC1C5A643B2F33C0CCEB884336F64F40,-19.1845,63.923531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Háhiti.  Vætumosar, heitt",NA,NA,kjartan
1095,AR-3-2,Torfajökull,2008-08-12,NA,NA,NA,4,0,0,4,Þekjuflokkar-flákar,4,Þekjuflokkar-flákar,4,Verndargildi háhitasvæða,2868,"Gögnum afla á árunum 2005-2008, unnið í tengslum við Rammaáætlun.",NA,NA,NA,0101000020E6100000744694F6062F33C057AF22A303F64F40,-19.1837,63.921986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Háhiti.  Hitamosi,NA,NA,kjartan
1096,AR-3-3,Torfajökull,2008-08-12,NA,NA,NA,4,0,0,4,Þekjuflokkar-flákar,4,Þekjuflokkar-flákar,4,Verndargildi háhitasvæða,2868,"Gögnum afla á árunum 2005-2008, unnið í tengslum við Rammaáætlun.",NA,NA,NA,0101000020E6100000ADFA5C6DC52E33C00E164ED2FCF54F40,-19.1827,63.921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Háhiti.  Vætumosar,NA,NA,kjartan
228,NV-30-08,Norðvesturland,2012-08-23,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000FE0E45813E2935C0118E59F6243B5040,-21.16111,64.924131,NA,NA,NA,NA,NA,NA,NA,NA,0.33625,5.20906,6.04,NA,2,A2,Mosses with Carex bigelowii,NA,NA,NA,NA,NA,NA,x,b,NA,NA,NA,,NA,NA,kjartan
160,NV-30-09,Norðvesturland,2012-08-17,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000417DCB9C2EF734C06D74CE4F71445040,-20.965555,65.069416,NA,NA,NA,NA,NA,NA,NA,NA,0.34183,5.24562,NA,NA,2,A2,Mosses with Carex bigelowii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosi og stinnastör.,NA,NA,kjartan
169,NV-50-05,Norðvesturland,2012-08-21,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000006EA46C91B48734C0215C01857A395040,-20.530099,64.898103,NA,NA,NA,NA,NA,NA,NA,NA,0.18327,3.08788,6.29,NA,4,A4,Mosses with dwarf shrubs,NA,NA,NA,NA,NA,NA,x,b,NA,NA,NA,Mjög grýttur melur. ,NA,NA,kjartan
230,NV-50-06,Norðvesturland,2012-08-23,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000008BDEA9807B6635C0AA29C93A1C325040,-21.400322,64.782973,NA,NA,NA,NA,NA,NA,NA,NA,0.36811,5.87074,6.12,NA,3,A3,Mosses with Carex bigelowii and dwarf shrubs,NA,NA,NA,NA,NA,NA,x,NA,NA,NA,NA,,NA,NA,kjartan
542,OF-03,Ölfus ,2013-07-10,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E610000089B5F814003B35C0B98D06F016F84F40,-21.23047,63.9382,NA,NA,NA,NA,NA,NA,NA,NA,0.52534,7.4366,5.75,NA,58,D5,Gulvíðir - grös,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ölfus forir, ÖL-03, hefur verið beitt af hrossum en ekki í sumar. Ath gulvíðir og grös - D5",NA,NA,kjartan
544,RN-04-14,Reykjanes,2013-07-11,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000BFD53A71393635C0581B6327BC015040,-21.211814,64.027109,NA,NA,NA,NA,NA,NA,NA,NA,0.53884,7.94014,5.68,NA,45,H1,Grös,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Punktur lenti á göngustíg við hver, hann var færður upp í hlíð. Grósku mikið blávinguls/hálíngresis graslendi. Beit lítil eða engin. ",NA,NA,kjartan
561,RN-23-02,Reykjanes,2013-07-09,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E610000050A73CBA11E235C0F33E8EE6C8FE4F40,-21.883083,63.990506,NA,NA,NA,NA,NA,NA,NA,NA,0.42514,6.36323,5.99,NA,23,B4,Beitilyng - krækilyng - bláberjalyng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lítið sem ekkert bláberjalyng. ,NA,NA,kjartan
576,RN-23-07,Reykjanes,2013-07-11,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000007E8D2441B82E36C0C5FEB27BF2FC4F40,-22.182499,63.97615,NA,NA,NA,NA,NA,NA,NA,NA,0.67631,9.93231,6.2,NA,23,B4,Beitilyng - krækilyng - bláberjalyng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
550,RN-23-01,Reykjanes,2013-07-12,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000009E616A4B1D7035C090BB085394095040,-21.437947,64.149678,NA,NA,NA,NA,NA,NA,NA,NA,0.61982,11.61234,5.84,NA,52,J1,Fléttur og smárunnar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Svæðið umhverfis er H1 (graslendi) en sniðið er J1 (GG).,NA,NA,kjartan
575,RN-23-04,Reykjanes,2013-07-11,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000002A8BC22E8ABA35C05F950B957F005040,-21.728671,64.007787,NA,NA,NA,NA,NA,NA,NA,NA,0.50061,9.3958,5.94,NA,4,A4,Mosses with dwarf shrubs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosi með lynggróðri.,NA,NA,kjartan
582,RN-23-08,Reykjanes,2013-07-12,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E610000086200725CC3035C089B7CEBF5D105040,-21.190615,64.255722,NA,NA,NA,NA,NA,NA,NA,NA,0.47311,7.94391,6.07,NA,4,A4,Mosses with dwarf shrubs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krækilyng og sauðamergur algengustu lyngtegundirnar.,NA,NA,kjartan
99,BO-1-2,Snæfellsnes,2012-07-04,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,111,NA,NA,0101000020E6100000DAACFA5C6D6537C039D384ED27365040,-23.3962,64.846187,NA,NA,NA,NA,NA,NA,NA,NA,0.77006,14.59113,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bjarnarfoss. Flákar við lághita. Ölkelda stutt frá þeirri fyrri. Loftbólur leita upp. Þar sem blákolla vex er þurrara (fyrri smáreiturinn) en þó mýrastör ríkjandi. Í seinni smáreitnum, alveg við ölkelduna, er blautara. Allt svæðið í kring er deiglendi og inn á milli mýrardrög. Engin skörp sýnileg skil á gróðri næst ölkeldunum. Þar sem vatn seytlar frá ölkeldunni þrífst gróður illa, aðallega/eingöngu vex skriðlíngresi og mýrelfting (LM963-695). ",NA,NA,kjartan
3153,RN-28-03,NA,2025-07-28,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E610000029CC7B9C699635C0AEF36F97FD015040,NA,NA,NA,0101000020E610000087890629789635C0F2E9B12D03025040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gróðurfélag: sk
Lítið af gróðri, erfið aðkoma og erfiðar aðstæður. Snið í mun verra ástandi eftir okkur, grjót að renna undan og um sniðið, Ljónslappaskriðuvist í næsta nágrenni.",27,Urðarskriðuvist,nsv.sunna.hrund.s
3157,MY-31-03,NA,2025-08-07,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E61000002FDFFAB0DE0036C08FC536A968225040,NA,NA,NA,0101000020E6100000CC4065FCFB0036C05663096B63225040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rauðanes í Borgarbyggð,57,Brokflóavist,nv.jakob
3156,MY-37-01,NA,2025-08-08,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E61000008C31B08EE35336C04205871744255040,NA,NA,NA,0101000020E61000009D685721E55336C0D461855B3E255040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrossastapar í Borgarbyggð,57,Brokflóavist,nv.jakob
95,SR-1-1,Borgarfjörður,2012-07-03,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,NA,NA,NA,0101000020E61000001D5A643BDF5F35C0F165A208A92A5040,-21.3745,64.666567,NA,NA,NA,NA,NA,NA,NA,NA,0.12434,1.47675,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sturlu-Reykir. Flákar við lághita. Lítt gróinn fláki með mosablettum. Hverinn afgirtur og við fórum ekki inn fyrir girðinguna. Vatnsnafli á bletti, blóðarfi áberandi. ",NA,NA,kjartan
97,SR-1-3,Borgarfjörður,2012-07-03,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,NA,NA,NA,0101000020E610000039B4C876BE5F35C0B81D1A16A32A5040,-21.374,64.666204,NA,NA,NA,NA,NA,NA,NA,NA,0.20751,2.5637,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sturlu-Reykir. Flákar við lághita. Inn í hestagirðingu, vel troðinn á köflum. Eitt hross. Gróskulegt í alla staði, bæði jarðhitagróður og þar sem land er kaldara (mýrastör, tágamura og brennisóley). ",NA,NA,kjartan
84,KL-1-1,Borgarfjörður,2012-07-02,NA,NA,NA,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,23,Natura Island Land hiti,2814,Jarðhiti,NA,NA,NA,0101000020E6100000EE7C3F355E7A35C00DFB3DB14E295040,-21.478,64.645428,NA,NA,NA,NA,NA,NA,NA,NA,0.28755,4.07003,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klettur. Flákar við lághita. Innan hestagirðingar. Lækur sem liðast um með um 60°C heitu vatni. Fláki sem liggur á bökkum og næsta nágrenni hans. Mýrastör, vatnsnafl og skúfur mest áberandi. ",NA,NA,kjartan
1163,ÖH-1-2,Ölkelduháls,2001-07-18,5,10,10,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,8,Lífríki háhitasvæða,0,Gögnum aflað 2001-2002.,100,12,45,0101000020E61000006EA301BC054235C03546EBA86A035040,-21.2579,64.053385,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
1202,RD-2-1,Reykjadalir,2001-07-23,5,10,10,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,8,Lífríki háhitasvæða,0,Gögnum aflað 2001-2002.,100,10,45,0101000020E61000009FABADD85F4633C0F5673F5244FC4F40,-19.2749,63.970835,NA,NA,NA,NA,NA,NA,NA,NA,0.06,1.07,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
537,RN-68-01,Reykjanes,2013-07-09,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000FA62EFC5175935C0CEA623809B0D5040,-21.348019,64.212616,NA,NA,NA,NA,NA,NA,NA,NA,1.29657,26.7432,5.46,NA,96,V2,Tjarnastör,102,V5,Vetrarkvíðastör,81,U8,Mýrastör/stinnastör - gulstör,NA,NA,NA,NA,NA,engar athugasemdir,NA,NA,kjartan
538,RN-68-02,Reykjanes,2013-07-09,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E610000011C30E63D24B35C06344A2D0B20E5040,-21.296179,64.229664,NA,NA,NA,NA,NA,NA,NA,NA,1.41439,28.69582,5.16,NA,82,U19,Mýrastör/stinnastör - tjarnastör,97,V3,Klófífa,102,V5,Vetrarkvíðastör,NA,NA,NA,NA,NA,"Auka ljósmyndir af rimum, nr.57 og 58",NA,NA,kjartan
548,RN-25-33,Reykjanes,2013-07-11,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E610000006F2ECF2AD5F35C09A7CB3CD8DF54F40,-21.373748,63.91839,NA,NA,NA,NA,NA,NA,NA,NA,0.57902,9.45558,5.73,NA,24,B5,Beitilyng - sortulyng - krækilyng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hraunsheiði, við Hlíðarendaveg. ",NA,NA,kjartan
551,RN-26-02,Reykjanes,2013-07-12,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E610000012D90759167035C0DF37BEF6CC095040,-21.437841,64.153135,NA,NA,NA,NA,NA,NA,NA,NA,0.62637,9.39182,6.01,NA,52,J1,Fléttur og smárunnar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beitiland -sauðfjárbeit, en ekki mikil ummerki.  Hærugambri í sniði?, tekið sýni....",NA,NA,kjartan
539,RN-71-01,Reykjanes,2013-07-09,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000D923D40CA95A35C02579AEEFC3075040,-21.354142,64.121334,NA,NA,NA,NA,NA,NA,NA,NA,0.47677,7.42146,6.21,NA,8,A8,Mosses with grasses and dwarf shrubs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Handvalið snið, á eyðublaði stendur SN-71-01 en hlýtur að eiga vera RN-71-01. Snið er í mosamóavist. Gróðurfélag: og fléttur.",NA,NA,kjartan
395,SK-10-03,Skaftafell,2012-07-13,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000D1CC936B0AEC31C097C62FBC92EC4F40,-17.922034,63.848228,NA,NA,NA,NA,NA,NA,NA,NA,0.20149,2.97172,6.2,NA,45,H1,Grös,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Næringarríkt graslendi í brattri hlíð. Aska um 2 cm efst í jarðvegi. ,NA,NA,kjartan
411,SK-10-04,Skaftafell,2012-07-13,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000D09B8A5418E331C0CC9717601FEF4F40,-17.88709,63.868145,NA,NA,NA,NA,NA,NA,NA,NA,0.39613,4.99176,6.25,NA,45,H1,Grös,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talsverð aska hefur rýrt gróðurþekju, aðallega mosa.",NA,NA,kjartan
396,SK-11-04,Skaftafell,2012-07-13,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000006B64575A46F631C0F3FFAA2347EA4F40,-17.962011,63.830296,NA,NA,NA,NA,NA,NA,NA,NA,0.18913,3.19648,6,NA,66,T2,Hrossanál - starir - grös,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Framræst mýri, hefur verið beitt hrossum, öskulag 2-3 cm. Gróðurfélag: mjög grasríkt",NA,NA,kjartan
398,SK-32-03,Skaftafell,2012-07-11,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000004640852348E530C0946A9F8EC7FC4F40,-16.895632,63.97484,NA,NA,NA,NA,NA,NA,NA,NA,0.12434,2.80878,5.85,NA,22,B3,Krækilyng - víðir,4,A4,Mosses with dwarf shrubs,NA,NA,NA,NA,NA,NA,NA,NA,Gróðurfélag: 50% mosi,NA,NA,kjartan
406,SK-32-04,Skaftafell,2012-07-12,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E610000013D55B035B7D31C095EF1989D0FE4F40,-17.48967,63.990739,NA,NA,NA,NA,NA,NA,NA,NA,0.15148,2.79291,6.45,NA,20,B1,Krækilyng - fjalldrapi - bláberjalyng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mosi mikið horfið vegna öskufalls, skriðurunnið mólendi. Mosaþembur sunnar og vestar í hlíðum. ",NA,NA,kjartan
410,SK-22-01,Skaftafell,2012-07-13,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E61000001990BDDEFDE931C060CD018239EE4F40,-17.91403,63.86113,NA,NA,NA,NA,NA,NA,NA,NA,0.2919,5.82175,6.32,NA,2,A2,Mosses with Carex bigelowii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snið fært 75 m í NV á einsleitara land. ,NA,NA,kjartan
771,SF-28-01,Skagafjörður,2013-07-10,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000B1DEA815A67B33C0560C570740615040,-19.483003,65.519533,NA,NA,NA,NA,NA,NA,NA,NA,1.49394,29.97307,5.55,NA,102,V5,Vetrarkvíðastör,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Þýfð mýri, Hylocomium splendens á þúfnakollum.  Vetrarkvíðastör í vætu, fjalldrapi.",NA,NA,kjartan
375,SL-10-03,Suðurland,2012-07-09,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,1,Natura Island Land,2814,NA,NA,NA,NA,0101000020E6100000575C1C959B7C34C04A44F81741055040,-20.486749,64.082098,NA,NA,NA,NA,NA,NA,NA,NA,0.80523,12.01987,5.43,NA,73,T5,Grös - starir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Framræst mýri, gróskumikið land, lítið beitarálag.",NA,NA,kjartan
1951,BL1-1,Norðvesturland,2006-08-21,8,1,20,3,50,50,1,Braun-Blanquet,1,Braun-Blanquet,16,Blöndulón,2832,NA,NA,NA,NA,0101000020E61000000551F70148B133C03A933655F7485040,65.14009594,-19.69250508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yfirlitsmyndir: 100-0048/50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAKI: Raka gætir í lægðum en vatn stendur ekki uppi GRÓÐUR: Sennilega aukning í Raco.eri.  HÆLAR OG MERKINGAR: Allt á sínum stað RASK: Ekkert sérstakt rask ÁSTANDSMAT: 3 vegna rofdíla  ÞÝFING:  Stórþýft land, þúfur 30-60 cm, mesti hæðarmunur 60 cm.  ANNAÐ: GPS punktar teknir af hælum. FJARLÆGÐ FRÁ LÓNI (m):  100  LANDHÆÐ:  479,158",NA,NA,kjartan
3160,SN-40-01,NA,2025-08-11,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E61000001990BDDEFDCD36C09B73F04C68345040,NA,NA,NA,0101000020E6100000BD00FBE8D4CD36C0C284D1AC6C345040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melur / Stakkhamar í Snæfellsbær,57,Brokflóavist,nv.jakob
3154,RN-17-03,NA,2025-07-31,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E61000000DAB7823F3B035C05C1E6B4606015040,NA,NA,NA,0101000020E610000044FCC3961EB135C0DBA7E33103015040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gróðurfélag: A1
Aðallega grasvíðir, einnig aðrar víðitegundir en alls ekki jafn algengt. Einnig krækilyng, axhæra, fjallapuntur, blávingull fremur algengt, en mest var þetta þó mjög þykkur hraungambri.",39,Mosahraunavist,nsv.sigrdur
